osmid,highway,name,oneway,reversed,length,geometry,junction,lanes,maxspeed,tunnel
373625810,residential,שיטה,False,False,60.1894487144148,"LINESTRING (35.1717243 31.8645334, 35.1717363 31.8650746)",,,,
159755439,residential,השקד,False,False,63.83194485125783,"LINESTRING (35.166231 31.8626359, 35.1660909 31.8627531, 35.1660329 31.8627839, 35.1659816 31.8627986, 35.1659364 31.8628021, 35.1656252 31.8627947)",,,,
206504833,tertiary,,True,False,13.372769267730096,"LINESTRING (35.166231 31.8626359, 35.1661992 31.8626228, 35.1661733 31.8626023, 35.1661557 31.8625762, 35.1661481 31.8625468)",roundabout,,,
159755441,residential,הגיא,False,True,402.75609632133984,"LINESTRING (35.1702653 31.8637171, 35.1702238 31.8636533, 35.1701977 31.8635766, 35.1701851 31.8635146, 35.1701977 31.8634417, 35.1702406 31.8633506, 35.1705196 31.8629061, 35.1705958 31.8627987, 35.1706698 31.8626945, 35.1707771 31.8625123, 35.1708675 31.8623084, 35.1709361 31.8621626, 35.1710346 31.861889, 35.1713739 31.8609124, 35.1714916 31.8605774, 35.1715315 31.8604638, 35.1715455 31.860424, 35.1715895 31.8603408)",,,,
544637828,residential,שבט בנימין,False,False,522.3819349796771,"LINESTRING (35.1702653 31.8637171, 35.1700466 31.8638783, 35.1695712 31.8642286, 35.1695361 31.8642545, 35.1695125 31.8642721, 35.169241 31.8644679, 35.1691637 31.8645117, 35.1690779 31.8645481, 35.1689921 31.8645608, 35.1688955 31.8645682, 35.1688593 31.8645673, 35.1688226 31.8645664, 35.1687682 31.8645479, 35.1687475 31.8645408, 35.1686942 31.8645198, 35.1686296 31.8644857, 35.1685885 31.864457, 35.1685436 31.8644096, 35.1685007 31.8643477, 35.1684813 31.8642948, 35.1684705 31.8642383, 35.1684664 31.8641673, 35.1684771 31.8641052, 35.168492 31.864047, 35.1687094 31.8635181, 35.1689513 31.8629297, 35.1689984 31.8628077, 35.1690328 31.8626893, 35.1690606 31.8625526, 35.1690758 31.8624285, 35.1690758 31.8623357, 35.1690713 31.8622519, 35.1690499 31.8621442, 35.1690091 31.8620241, 35.1689447 31.8618618, 35.1688911 31.8617726, 35.1688391 31.8617037, 35.1688248 31.8616846, 35.168813 31.8616686)",,,,
544637828,residential,שבט בנימין,False,True,128.9717141867042,"LINESTRING (35.1702653 31.8637171, 35.1703428 31.8636514, 35.1709949 31.8630978, 35.171153 31.8629636, 35.1712389 31.8629044)",,,,
124746160,residential,ערבה,False,True,95.67832405329064,"LINESTRING (35.1715895 31.8603408, 35.1716861 31.8602447, 35.1717725 31.8601827, 35.1718929 31.8601066, 35.1720391 31.8600337, 35.1722322 31.8599426, 35.1724229 31.8598665)",,,,
124749918,residential,הגיא,False,True,439.6583388204513,"LINESTRING (35.1715895 31.8603408, 35.1714982 31.8602909, 35.1714707 31.860269, 35.1714502 31.860241, 35.1714338 31.8602089, 35.1714016 31.8600703, 35.1714016 31.8600048, 35.1714124 31.8599228, 35.1714361 31.8598499, 35.1714767 31.8597806, 35.1715304 31.8597223, 35.1715992 31.8596676, 35.1719145 31.8595108, 35.1719896 31.8594652, 35.1720305 31.8594288, 35.1720734 31.8593669, 35.1721056 31.8592994, 35.1721163 31.8592356, 35.1721205 31.8591573, 35.1721056 31.8590825, 35.1720627 31.8589987, 35.1719983 31.8589113, 35.1719381 31.8588529, 35.171863 31.8587982, 35.1717837 31.8587544, 35.1717552 31.8587439, 35.1717342 31.8587362, 35.1716999 31.8587327, 35.1716657 31.8587418, 35.1716442 31.8587544, 35.1712215 31.8593614, 35.1711572 31.859447, 35.1711218 31.859492, 35.1711142 31.8595017, 35.171052 31.8595655, 35.1708932 31.8597314, 35.1708181 31.8598171, 35.1707623 31.8598935, 35.1707323 31.859941, 35.1707194 31.8599811, 35.1707102 31.8600488, 35.1707102 31.8600816, 35.1707124 31.8601545, 35.1707249 31.8603176)",,,,
159755441,residential,הגיא,False,False,402.75609632133984,"LINESTRING (35.1715895 31.8603408, 35.1715455 31.860424, 35.1715315 31.8604638, 35.1714916 31.8605774, 35.1713739 31.8609124, 35.1710346 31.861889, 35.1709361 31.8621626, 35.1708675 31.8623084, 35.1707771 31.8625123, 35.1706698 31.8626945, 35.1705958 31.8627987, 35.1705196 31.8629061, 35.1702406 31.8633506, 35.1701977 31.8634417, 35.1701851 31.8635146, 35.1701977 31.8635766, 35.1702238 31.8636533, 35.1702653 31.8637171)",,,,
124746157,residential,השקד,False,False,110.01564654033356,"LINESTRING (35.1638806 31.8629503, 35.1641169 31.8628204, 35.1642349 31.8627657, 35.1643464 31.8627148, 35.1644495 31.8626837, 35.1645353 31.8626729, 35.1646233 31.8626729, 35.164707 31.8626874, 35.1647821 31.8627057, 35.1648357 31.8627292, 35.164882 31.8627651, 35.1649106 31.8628017)",,,,
124746160,residential,ערבה,False,True,77.52998450365756,"LINESTRING (35.1730068 31.8596423, 35.1737804 31.859409)",,,,
544622127,residential,האתרוג,False,False,55.113364782740724,"LINESTRING (35.1730068 31.8596423, 35.1727979 31.8591795)",,,,
124746160,residential,ערבה,False,False,60.52130510750972,"LINESTRING (35.1730068 31.8596423, 35.172597 31.859797, 35.1724229 31.8598665)",,,,
124746155,residential,הזית,False,False,119.63486435713833,"LINESTRING (35.1649047 31.8651026, 35.1650154 31.8651176, 35.1660058 31.8652518, 35.1661557 31.8652721)",,,,
124749940,residential,מצפה,False,False,129.80662828230604,"LINESTRING (35.1688936 31.857364, 35.16843 31.8570689, 35.168078 31.8568448, 35.1679879 31.8568083, 35.1678674 31.8567901, 35.1677346 31.8567954)",,,,
"[124749920, 124749943]",residential,"['עלמון', 'עופרה']",False,True,589.5060896411748,"LINESTRING (35.1640828 31.8558362, 35.1641896 31.8557364, 35.1642414 31.8556601, 35.1642808 31.8555816, 35.1647907 31.8545663, 35.164825 31.8544715, 35.164829 31.8544098, 35.1648076 31.8543075, 35.1648002 31.8542879, 35.1646963 31.8540123, 35.1646748 31.8539393, 35.1646574 31.8538664, 35.1646533 31.8537826, 35.1646574 31.8536915, 35.1646834 31.8536079, 35.1647263 31.8535384, 35.1647821 31.853491, 35.1648336 31.8534621, 35.1648894 31.8534509, 35.1649537 31.8534621, 35.1649967 31.853491, 35.1653354 31.854056, 35.1653783 31.8541617, 35.1654084 31.8542711, 35.1654213 31.8543768, 35.1653998 31.8544898, 35.1653614 31.8546319, 35.1653185 31.8547449, 35.1652327 31.8549126, 35.1651922 31.8549924, 35.1650994 31.8551753, 35.1650396 31.8553099, 35.1650007 31.8554193, 35.1649706 31.8555651, 35.1648909 31.8558942)",,,,
143833776,residential,העופר,False,False,214.65593950595476,"LINESTRING (35.1491605 31.8657799, 35.1492135 31.8657619, 35.1496557 31.8656116, 35.1500419 31.8654795, 35.1503691 31.8653838, 35.1504519 31.8653649, 35.1505113 31.8653514, 35.1505891 31.8653337, 35.1507339 31.8653063, 35.1509056 31.8653109, 35.1510075 31.8653291, 35.1510719 31.8653519, 35.1511201 31.8653929, 35.151147 31.865443, 35.1511777 31.8655436)",,,,
124749918,residential,הגיא,False,False,439.65833882045126,"LINESTRING (35.1707249 31.8603176, 35.1707124 31.8601545, 35.1707102 31.8600816, 35.1707102 31.8600488, 35.1707194 31.8599811, 35.1707323 31.859941, 35.1707623 31.8598935, 35.1708181 31.8598171, 35.1708932 31.8597314, 35.171052 31.8595655, 35.1711142 31.8595017, 35.1711218 31.859492, 35.1711572 31.859447, 35.1712215 31.8593614, 35.1716442 31.8587544, 35.1716657 31.8587418, 35.1716999 31.8587327, 35.1717342 31.8587362, 35.1717552 31.8587439, 35.1717837 31.8587544, 35.171863 31.8587982, 35.1719381 31.8588529, 35.1719983 31.8589113, 35.1720627 31.8589987, 35.1721056 31.8590825, 35.1721205 31.8591573, 35.1721163 31.8592356, 35.1721056 31.8592994, 35.1720734 31.8593669, 35.1720305 31.8594288, 35.1719896 31.8594652, 35.1719145 31.8595108, 35.1715992 31.8596676, 35.1715304 31.8597223, 35.1714767 31.8597806, 35.1714361 31.8598499, 35.1714124 31.8599228, 35.1714016 31.8600048, 35.1714016 31.8600703, 35.1714338 31.8602089, 35.1714502 31.860241, 35.1714707 31.860269, 35.1714982 31.8602909, 35.1715895 31.8603408)",,,,
143833785,residential,הראם,False,False,312.1630654518445,"LINESTRING (35.1482475 31.8646471, 35.1483253 31.8647551, 35.1484111 31.8648963, 35.1484809 31.8650239, 35.1485452 31.8651742, 35.1485881 31.8653063, 35.1486311 31.8654658, 35.1487169 31.8658439, 35.1487652 31.8659806, 35.1488081 31.8660626, 35.1488564 31.8661355, 35.1489207 31.8661856, 35.1489851 31.866213, 35.1490602 31.8662266, 35.1491033 31.8662289, 35.149146 31.8662312, 35.1492319 31.8662221, 35.1493392 31.8661902, 35.149822 31.8660171, 35.1499132 31.8659943, 35.1499722 31.8659943, 35.1500419 31.8660125, 35.1500955 31.8660353, 35.1501734 31.8660919)",,,,
177470965,residential,הצבי,False,False,157.95147612286314,"LINESTRING (35.1462356 31.8647967, 35.1463767 31.8648288, 35.147034 31.8649779, 35.1472363 31.8650239, 35.1473168 31.8650558, 35.147408 31.865115, 35.1474777 31.8651788, 35.1474992 31.8652334, 35.1475045 31.8652972, 35.1474938 31.8653747, 35.1474667 31.8654526)",,,,
178313507,tertiary,,True,False,21.632337242775932,"LINESTRING (35.1404994 31.8659702, 35.1404463 31.8659885, 35.1403892 31.8659922, 35.1403334 31.8659812, 35.1402842 31.8659564)",roundabout,,,
178313503,residential,חתול הבר,False,True,427.6050345893172,"LINESTRING (35.147807 31.8636717, 35.1479886 31.8637357, 35.1481197 31.8637669, 35.1482407 31.8637813, 35.1483558 31.8637806, 35.1484928 31.863763, 35.1486913 31.8636947, 35.1493404 31.8634578, 35.1496355 31.8633484, 35.1498178 31.8632664, 35.1499841 31.863189, 35.1501558 31.8630887, 35.1502738 31.8629931, 35.1504962 31.8627782, 35.1506303 31.8626097, 35.1508073 31.8623636, 35.1509039 31.8621996, 35.150979 31.8620584, 35.1510112 31.8619581, 35.1510412 31.8618179, 35.1510514 31.8616442)",,,,
178313507,tertiary,,True,False,35.47119503360677,"LINESTRING (35.1402842 31.8659564, 35.140246 31.8659201, 35.1402226 31.8658758, 35.1402159 31.8658318, 35.1402237 31.8657879, 35.1402455 31.8657476, 35.1402795 31.865714, 35.1403231 31.8656896)",roundabout,,,
178313507,tertiary,,True,False,27.823162482402214,"LINESTRING (35.1403231 31.8656896, 35.1403797 31.8656756, 35.1404386 31.8656771, 35.140494 31.8656942, 35.1405404 31.865725, 35.1405733 31.8657665)",roundabout,,,
424808011,tertiary,הר המוריה,True,False,278.09036030153516,"LINESTRING (35.1403231 31.8656896, 35.1403714 31.8656492, 35.1404164 31.8656121, 35.1404593 31.8655574, 35.1405018 31.8654949, 35.1405759 31.8654257, 35.1406875 31.8653519, 35.1407985 31.8652996, 35.1409174 31.8652592, 35.141062 31.8652168, 35.1412127 31.8651844, 35.141469 31.8651292, 35.1416745 31.8650845, 35.1418507 31.8650361, 35.1419997 31.8649881, 35.142265 31.864902, 35.1426834 31.8647517, 35.1427581 31.8647189, 35.1429298 31.8646434)",,,,
